file,column,description,unit,source_table,notes
pbs_machinery.csv,petrol_tubewell,Tubewells operated by petrol,tubewells,Table 8.11,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_machinery.csv,other_power_tubewell,Tubewells operated by other power,tubewells,Table 8.11,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_machinery.csv,lift_pump_count,Lift pumps (all powers),lift pumps,Table 8.11,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_machinery.csv,electric_lift_pump,Lift pumps operated by electricity,lift pumps,Table 8.11,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_machinery.csv,solar_lift_pump,Lift pumps operated by solar power,lift pumps,Table 8.11,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_machinery.csv,diesel_lift_pump,Lift pumps operated by diesel,lift pumps,Table 8.11,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_machinery.csv,petrol_lift_pump,Lift pumps operated by petrol,lift pumps,Table 8.11,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_machinery.csv,other_power_lift_pump,Lift pumps operated by other power,lift pumps,Table 8.11,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_machinery.csv,tubewell_and_lift_pump_total,Total tubewells and lift pumps,units,Table 8.11,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_machinery.csv,tractors_owned_individually,Tractors owned individually,tractors,Table 8.1,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_machinery.csv,tractors_owned_jointly,Tractors owned jointly,tractors,Table 8.1,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_machinery.csv,tractors_owned_cooperative,Tractors owned by co-operative societies,tractors,Table 8.1,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_machinery.csv,source_year,Census year,year,,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_machinery.csv,source_table,Source tables,text,,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_machinery.csv,notes,Row flags and footnotes,text,,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_livestock.csv,district,Census district,text,Table 7.1,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_livestock.csv,animal_type,"Cattle, Buffaloes, Sheep, Goats, Camels, Horses, Mules, Asses, Yak/Dzo/Dzomo",text,Table 7.1,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_livestock.csv,animal_count,Number of animals (head count),animals,Table 7.1,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_livestock.csv,source_year,Census year,year,,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_livestock.csv,source_table,Source table,text,,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_livestock.csv,notes,Row flags and footnotes,text,,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_credit.csv,district,No rows: district-level agricultural credit data not published in this report,text,n/a,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_credit.csv,loan_access,Not available (questionnaire Form-2 Part-13 collected loan data; no district table published),text,n/a,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_credit.csv,loan_source,Not available,text,n/a,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_credit.csv,loan_amount_if_available,Not available,text,n/a,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_credit.csv,source_year,Census year,year,,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_credit.csv,source_table,n/a,text,,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_credit.csv,notes,n/a,text,,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_modern_farming.csv,district,Census district,text,"Tables 6.19, 4.2","Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_modern_farming.csv,tunnel_farming,Farms reporting use of greenhouse technology (tunnel farming),farms,Table 6.19,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_modern_farming.csv,sprinkler,Not published as separate district-level count; left empty,text,n/a,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_modern_farming.csv,drip,Not published as separate district-level count; left empty,text,n/a,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_modern_farming.csv,central_pivot,Not published as separate district-level count; left empty,text,n/a,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_modern_farming.csv,adoption_notes,Notes on tunnel farming and combined sprinkler/drip/pivot availability,text,,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_modern_farming.csv,tunnel_farming_area,Total area protected by tunnel farming,acres,Table 6.19,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_modern_farming.csv,tunnel_farming_percent_of_farms,Farms reporting tunnel farming as percent of all farms (integer-rounded),percent,Table 6.19,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_modern_farming.csv,tunnel_area_owner,Tunnel-farming area operated by owners,acres,Table 6.19,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_modern_farming.csv,tunnel_area_owner_cum_tenant,Tunnel-farming area operated by owner-cum-tenant,acres,Table 6.19,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_modern_farming.csv,tunnel_area_tenant,Tunnel-farming area operated by tenants,acres,Table 6.19,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_modern_farming.csv,tunnel_area_owner_percent,Owner share of tunnel area (as reported),percent,Table 6.19,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_modern_farming.csv,tunnel_area_owner_cum_tenant_percent,Owner-cum-tenant share of tunnel area (as reported; appears misprinted in source),percent,Table 6.19,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_modern_farming.csv,tunnel_area_tenant_percent,Tenant share of tunnel area (as reported),percent,Table 6.19,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_modern_farming.csv,sprinkler_drip_pivot_area,Irrigated area under sprinkler/drip/central pivot (combined column),acres,Table 4.2,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_modern_farming.csv,source_year,Census year,year,,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_modern_farming.csv,source_table,Source tables,text,,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
pbs_modern_farming.csv,notes,Row flags and footnotes,text,,"Source: PBS Agricultural Census 2024, Punjab Report (IAC-Punjab-Report-25-05-2026-1-1_copy.pdf). Sample-based census: mouza/block two-stage sample, results representative at district level (15% margin of error, 95% CI). Enumeration Sep-Nov 2024 (cold areas) and Jan-Feb 2025; source_year 2024 refers to the census reference period. Report footnote: ""0"" = value less than 0.5; ""-"" = no value."
